var,val,success_rate
factor1,144546,0.8
factor2,twenty-three,0.875
input,1,0.9782608695652174
input,2,0.9782608695652174
input,3,0.9782608695652174
input,4,0.9782608695652174
input,5,0.9782608695652174
input,6,0.9782608695652174
input,7,0.9782608695652174
input,8,0.9782608695652174
input,9,0.9782608695652174
input,10,0.9782608695652174
input,11,0.9782608695652174
input,12,0.9782608695652174
input,13,0.9782608695652174
input,14,0.9782608695652174
input,15,0.9782608695652174
input,16,0.9782608695652174
input,17,0.9782608695652174
input,18,0.9782608695652174
input,19,0.9782608695652174
input,20,0.9782608695652174
input,21,0.9782608695652174
input,22,0.9782608695652174
input,23,0.9782608695652174
input,24,0.9782608695652174
input,25,0.9782608695652174
input,26,0.9782608695652174
input,27,0.9782608695652174
input,28,0.9782608695652174
input,29,0.9782608695652174
input,30,0.9782608695652174
input,31,0.9782608695652174
input,32,0.9782608695652174
input,33,0.9782608695652174
input,34,0.9782608695652174
input,35,0.9782608695652174
input,36,0.9782608695652174
input,37,0.9782608695652174
input,38,0.9782608695652174
input,39,0.9782608695652174
input,40,0.9782608695652174
input,41,0.9782608695652174
input,42,0.9782608695652174
input,43,0.9782608695652174
input,44,0.9782608695652174
input,45,0.9782608695652174
input,46,0.9782608695652174
input,47,0.9782608695652174
input,48,0.9782608695652174
input,49,0.9782608695652174
input,50,0.9782608695652174
input,51,0.9782608695652174
input,52,0.9782608695652174
input,53,0.9782608695652174
input,54,0.9782608695652174
input,55,0.9782608695652174
input,56,0.9782608695652174
input,57,0.9782608695652174
input,58,0.9782608695652174
input,59,0.9782608695652174
input,60,0.9782608695652174
input,61,0.9782608695652174
input,62,0.9782608695652174
input,63,0.9782608695652174
input,64,0.9782608695652174
input,65,0.9782608695652174
input,66,0.9782608695652174
input,67,0.9782608695652174
input,68,0.9782608695652174
input,69,0.9782608695652174
input,70,0.9782608695652174
input,71,0.9782608695652174
input,72,0.9782608695652174
input,73,0.9782608695652174
input,74,0.9782608695652174
input,75,0.9782608695652174
input,76,0.9782608695652174
input,77,0.9782608695652174
input,78,0.9782608695652174
input,79,0.9782608695652174
input,80,0.9782608695652174
input,81,0.9782608695652174
input,82,0.9782608695652174
input,83,0.9782608695652174
input,84,0.9782608695652174
input,85,0.9782608695652174
input,86,0.9782608695652174
input,87,0.9782608695652174
input,88,0.9782608695652174
input,89,0.9782608695652174
input,90,0.9782608695652174
input,91,0.9782608695652174
input,92,0.9782608695652174
input,93,0.9782608695652174
input,94,0.9782608695652174
input,95,0.9782608695652174
input,96,0.9782608695652174
input,97,0.9782608695652174
input,98,0.9782608695652174
input,99,0.9782608695652174
input,100,0.9782608695652174
input,101,0.9782608695652174
input,102,0.9782608695652174
input,103,0.9782608695652174
input,104,0.9782608695652174
input,105,0.9782608695652174
input,106,0.9782608695652174
input,107,0.9782608695652174
input,108,0.9782608695652174
input,109,0.9782608695652174
input,110,0.9782608695652174
input,111,0.9782608695652174
input,112,0.9782608695652174
input,113,0.9782608695652174
input,114,0.9782608695652174
input,115,0.9782608695652174
input,116,0.9782608695652174
input,117,0.9782608695652174
input,118,0.9782608695652174
input,119,0.9782608695652174
input,120,0.9782608695652174
input,121,0.9782608695652174
input,122,0.9782608695652174
input,123,0.9782608695652174
input,124,0.9782608695652174
input,125,0.9782608695652174
input,126,0.9782608695652174
input,127,0.9782608695652174
factor1,3,1.0
factor2,5,1.0
factor2,11,1.0
factor2,17,1.0
factor2,23,1.0
factor1,4,1.0
factor2,3,1.0
factor2,a hundred and seventeen,1.0
factor1,three,1.0
factor1,five,1.0
factor2,4948938,1.0
factor1,eleven,1.0
factor1,seventeen,1.0
factor1,ninety-nine,1.0
