var,val,success_rate
count,5,0.7976190476190477
count,10,0.8273809523809523
sum_num,5,0.8630952380952381
sum_num,2,0.8928571428571429
example_input,"[1, 3, 5, 0]",0.9007936507936508
sum_num,3,0.9047619047619048
example_input,"[1, 3, -2, 1, 5, 8]",0.9206349206349206
example_input,"[1, 2, -3, 7, 2, 7]",0.9206349206349206
count,8,0.9226190476190477
example_input,[1],0.9563492063492064
sum_num,0,0.9583333333333334
sum_num,100,0.9583333333333334
sum_num,1,0.9702380952380952
count,2,1.0
count,3,1.0
count,4,1.0
